ID,Sentence,Aspects,Aspect_Polarities,Opinions,Opinion_Polarities
865,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna;chocolate bread pudding;dessert,positive;positive;positive,out of this world,+1
375,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",pasta dishes;tiramisu,positive;positive,save,+1
2126,Very good service and very good prices.,service;prices,positive;positive,good;good,+1;+1
2078,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,lunch,neutral,amazing,+1
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service;staff;menu;meal,positive;positive;neutral;neutral,impeccable;unobtrusive,+1;+1
2158,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel,positive,best,+1
1578,Our food was great too!,food,positive,great,+1
1282,Open late (well as late as I ever got there and I'm a night person),NIL,NIL,NIL,NIL
1319,"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",servers,negative,annoying,-1
1175,"Get your food to go, find a bench, and kick back with a plate of dumplings.",food;plate of dumplings,neutral;positive,NIL,NIL
1115,"Please try the Filet Mignon, its just the most tender piece ever.",Filet Mignon,positive,tender,+1
3396,"Everything we had was pretty good, but we have only been there once.",NIL,NIL,good,+1
34,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",sangria;bar;bar;bartender,neutral;neutral;neutral;negative,NIL,NIL
798,Something about them being busy with holiday party's.,NIL,NIL,NIL,NIL
395,The sake menu should not be overlooked!,sake menu,positive,overlooked,-1
1838,I would highly recommend.,NIL,NIL,recommend,+1
176,This place is great.,NIL,NIL,great,+1
3102,the drinks are amazing and half off till 8pm.,drinks,positive,amazing,+1
984,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,beef cubes,positive,good,+1
2138,"With so many poor experiences to be had in the theater district, is truly an excellent find!",NIL,NIL,poor;excellent,-1;+1
1472,This has got to be one of the most overrated restaurants in Brooklyn.,NIL,NIL,overrated,-1
1969,"The service, wine selection, ambiance are all outstanding and deserve recognition.",service;wine selection;ambiance,positive;positive;positive,outstanding;deserve,+1;+1
1674,"Went there last night for 2 year anniversery, and wasn't all that impressed.",NIL,NIL,impressed,+1
1330,It was rather pathetic that it took them over an hour to seat us.,NIL,NIL,pathetic,-1
763,"We were seated promptly as we had reservations, however after that the service was slow.",reservations;service,positive;negative,promptly;slow,+1;-1
332,At first I was slightly skeptical because it was a sushi restaurant in the middle of NYC.,NIL,NIL,NIL,NIL
754,"It's really also the service, is good and the waiters are friendly.",service;waiters,positive;positive,good;friendly,+1;+1
2248,Suan was a recommendation that I am glad we heeded.,NIL,NIL,glad,+1
691,"The food was pretty good, but a little flavorless and the portions very small, including dessert.",food;dessert;portions,conflict;negative;negative,good;flavorless;small,+1;-1;-1
3363,We visit at least once a month.,NIL,NIL,NIL,NIL
999,"It is set far from the small street it's on, and there is no traffic noise.",traffic noise,positive,NIL,NIL
2503,"Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.",NIL,NIL,NIL,NIL
1310,I'll keep this short.,NIL,NIL,NIL,NIL
940,I felt as though I were eating in Paris.,NIL,NIL,NIL,NIL
247,Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,food,positive,comparable,+1
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",food;ambience;service,positive;positive;positive,recommend;wonderful,+1;+1
3628,"However, it's not worth a special trip.",NIL,NIL,worth,-1
349,Nice value.,NIL,NIL,nice,+1
987,Gigino's in Wagner Park is so enjoyable.,NIL,NIL,enjoyable,+1
1611,And it was quick which is very important.,NIL,NIL,quick,+1
2649,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,dinner meeting,neutral,nice;good,+1;+1
2396,All the NYU students love this place so it makes for a fun young atmosphere.,atmosphere,positive,love;fun;young,+1;+1;+1
139,The food here does a great service to the name (Cantonese that is...).,food;Cantonese,positive;positive,great,+1
841,"But, nothing stands out about the cooking.",cooking,neutral,stands out,+1
3477,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,food;atmosphere,positive;positive,decent;colorful;relaxed,+1;+1;+1
442,"If that's a problem, go to McDonald's and destroy your insides.",NIL,NIL,NIL,NIL
90,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,Prix Fixe menu;quantity;quality,positive;positive;positive,worth;more than enough,+1;+1
298,I've been here 3 times for lunch and it is one of my favorites in the city.,lunch,neutral,favorites,+1
1104,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict;hollondaise sauce;brunch,negative;negative;neutral,worst;failed,-1;-1
2563,"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",oatmeal,positive,best,+1
1280,Always busy but fast moving.,NIL,NIL,busy;fast moving,-1;+1
2790,Too bad the food wasn't of the same heritage.,food,negative,bad,-1
323,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",menu;Chilean Sea Bass;server;specials,positive;negative;negative;neutral,good,+1
24,Sexy.,NIL,NIL,NIL,NIL
1891,"The food was really good, I had the onion soup and it was one of the best ever.",food;onion soup,positive;positive,good;best,+1;+1
2417,"I will have to say, this Bengali Fast Food joint is clearly my favorite.",NIL,NIL,favorite,+1
2980,I'm not picky - but it was actually gross.,NIL,NIL,NIL,NIL
3451,"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.",wine,neutral,solid;solid,+1;+1
1551,"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",staff,positive,intimidating;friendly,+1;+1
3146,"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.",Dim Sum;dinner,negative;positive,NIL,NIL
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll;roll;roll;rice,negative;negative;negative;neutral,NIL,NIL
1492,"Even with John's and Joe's around the corner, this place will make a name for itself.",NIL,NIL,NIL,NIL
406,"It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.",NIL,NIL,perfect;fishy;creamy;buttery,+1;-1;+1;+1
3650,"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",gin and tonic;tonic,neutral;neutral,unable,-1
2985,My girlfriend convinced me to go in the other night for a quick bite.,NIL,NIL,NIL,NIL
2084,"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).",dim sum;little dishes,negative;negative,ok;fresh;steamy hot,+1;+1;+1
2536,despite the untasteful previous review...,NIL,NIL,NIL,NIL
1820,"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.",NIL,NIL,NIL,NIL
1826,"Sure, everyone's got their favorite, but to know Sal, is to know New York.",NIL,NIL,NIL,NIL
96,I think that it is absolutely brilliant and well runned business operation.,NIL,NIL,brilliant;well runned,+1;+1
3584,Also they were $15 each!,NIL,NIL,NIL,NIL
3193,"The service is ok, some of the people didn't get what they asked for.",service,neutral,ok,+1
93,"My friends spoke so much about it for months, I finally made the time to come down ear and dine in.",NIL,NIL,NIL,NIL
2212,If you want good authentic Thai this place is not the place to go.,Thai,negative,good;authentic,+1;+1
3426,I recommend getting a reservation even though we saw people seated without one.,reservation,neutral,recommend,+1
1138,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,Grilled Chicken special with Edamame Puree,neutral,enjoyed,+1
1461,This is as good as neighborhood restaurants come.,NIL,NIL,good,+1
128,"If you want some roast duck, pork or chicken on rice with ginger, try them out!",roast duck;pork;chicken on rice with ginger,positive;positive;positive,NIL,NIL
1008,"You order from a menu, so you leave feeling like you missed the full experience.",menu,negative,NIL,NIL
241,One of the more authentic Shanghainese restaurants in the US definitely the best in Manhattan Chinatown.,NIL,NIL,authentic;best,+1;+1
1581,We will go back every time we are in the City.,NIL,NIL,NIL,NIL
1815,we love th pink pony.,NIL,NIL,love,+1
1746,So eat fast and order a lot.,NIL,NIL,NIL,NIL
2124,Staff is very accomodating.,Staff,positive,accomodating,+1
2919,I have to agree with the previous reviewer.,NIL,NIL,NIL,NIL
2360,--Eat Club is a roving group of NYC gluttons,NIL,NIL,NIL,NIL
3082,"If you were there when it first opened, give this restaurant a second chance.",NIL,NIL,NIL,NIL
1950,I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.,reservation,neutral,NIL,NIL
2803,"If you like Sakagura but you feel it's too much, you'd better try Yokocho.",NIL,NIL,NIL,NIL
1133,yourself a favor and have dinner here and see if you dont agree with me.,dinner,neutral,agree,+1
3204,Definitely a great spot for a nice occasion or date.,NIL,NIL,great;nice,+1;+1
1728,You can't go wrong with this place.,NIL,NIL,wrong,-1
2801,Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).,Sake;dishes;portion,positive;positive;neutral,popular;sake-friendly,+1;+1
2140,Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.,NIL,NIL,NIL,NIL
2447,Not pretentious and very economical.,NIL,NIL,pretentious;economical,-1;+1
224,"The food was terrific and the service classy, attentive, without being overbearing.",food;service,positive;positive,terrific;classy;attentive;overbearing,+1;+1;+1;-1
2434,This is an amazing place to try some roti rolls.,roti rolls,positive,amazing,+1
459,Fresh ingredients and everything is made to order.,ingredients,positive,fresh,+1
3042,"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",meal;food;tip,positive;positive;positive,problems;quickly,-1;+1
152,Quick and friendly service.,service,positive,quick;friendly,+1;+1
3062,Authentic bistro!,NIL,NIL,authentic,+1
2426,"They are tasty, but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system.",meat,neutral,tasty,+1
225,Somewhat pricey but what the heck.,NIL,NIL,pricey,-1
2424,"It's true, this place is not cheap.",NIL,NIL,cheap,+1
494,"Try the hot dogs too, they're snappy and delicious.",hot dogs,positive,snappy;delicious,+1;+1
1033,Delivery is fast too.,Delivery,positive,fast,+1
496,"Being from the south, there aren't any good delis in my area and while watching Foods across America on PBS I found out about Katz's Deli.",NIL,NIL,NIL,NIL
