,ID,Sentence,Aspects,Aspect_Polarities,Opinions,Opinion_Polarities
275,2886,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",ethernet;works,positive;positive,slow;well,-1;+1
276,2124,Mostly I love the drag and drop feature.,drag and drop feature,positive,love,+1
277,260,"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?",webcam,negative,fancy,+1
278,1296,"She brought out 2 other identical netbooks and still insist that ""It is like that one"".",NIL,NIL,NIL,NIL
279,1172,"I ordered through MacMall, which saved me the sales tax I would have incurred buying locally.",sales tax,positive,saved,+1
280,2283,Very fast and efficient!,NIL,NIL,fast;efficient,+1;+1
281,2221,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",software packages;iWork;GarageBand;iMovie,positive;positive;positive;positive,great;free,+1;+1
282,2480,Being virus-resistant is a huge plus.,NIL,NIL,huge plus,+1
283,386,The screen is very large and crystal clear with amazing colors and resolution.,screen;colors;resolution,positive;positive;positive,large;crystal clear;amazing,+1;+1;+1
284,1357,"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",monitor,negative,died,-1
285,185,"In my house, HP is a nasty word.",NIL,NIL,NIL,NIL
286,2605,"The brand of iTunes has just become ingrained in our lexicon now, but keep in mind that Apple started it all.",iTunes,positive,ingrained,+1
287,717,"By the way teachers, they offer a discount which helps!",NIL,NIL,NIL,NIL
288,2369,now he mows yards so he can earn the money for the wireless internet.,NIL,NIL,NIL,NIL
289,2579,I still see the benefits of a PC when I do not know how to do something on my mac.,NIL,NIL,NIL,NIL
290,1742,"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",Size;external monitor,negative;neutral,small,-1
291,2578,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,base installation;software,negative;negative,liking,+1
292,33,It is held in place magnetically.,NIL,NIL,NIL,NIL
293,942,Taking it back to Best Buy I found that a tiny plastic piece inside had broken (manuf issue).,manuf,negative,broken,-1
294,2740,"It has no camera but, I can always buy and install one easy.",camera,conflict,no;easy,-1;+1
295,311,"The display is incredibly bright, much brighter than my PowerBook and very crisp.",display,positive,bright;brighter;crisp,+1;+1;-1
296,2402,We were PC users.,NIL,NIL,NIL,NIL
297,13,The AMD Turin processor seems to always perform so much better than Intel.,AMD Turin processor;Intel,positive;negative,better,+1
298,1852,After that the said it was under warranty.,warranty,neutral,NIL,NIL
299,2708,The start menu is not the easiest thing to navigate due to the stacking.,start menu;navigate,negative;negative,easiest,+1
300,1566,Only thing I would want to add to this is an internal bluray read/write drive.,bluray read/write drive,negative,NIL,NIL
301,2053,"This computer was awful, I would never recomend it to another person.",NIL,NIL,awful;recommend,-1;+1
302,540,The service tech said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.,service tech,negative,n't able;defect,-1;-1
303,878,"The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.",tech store,negative,new,+1
304,2639,"I loved it then, but unfortunately it was before the days of wireless internet.",NIL,NIL,loved,+1
305,2388,Really like the textured surface which shows no fingerprints.,surface,positive,like,+1
306,1940,"I WILL NEVER AGAIN buy another Acer, not will I buy Gateway, or eMachine as they are all from the same company.",NIL,NIL,NIL,NIL
307,3074,The screen is bright and the keyboard is nice;,screen;keyboard,positive;positive,bright;nice,+1;+1
308,1510,"I look forward to years of use, it has held up well over the years and it fits my needs very well.",NIL,NIL,well,+1
309,2457,Im very happy with this computer!,NIL,NIL,happy,+1
310,2534,But the machine is awesome and iLife is great and I love Snow Leopard X.,iLife;Snow Leopard X,positive;positive,awesome;great;love,+1;+1;+1
311,2185,"High price tag, however.",price tag,negative,high,-1
312,2632,"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.",Mac OS,positive,hard;easily,-1;+1
313,1772,"My kids have to take their PCs in once a year to have them ""de-bugged"".",NIL,NIL,NIL,NIL
314,2675,"I had static in the output, and I had to reduce the sound output quality to ""FM"" as opposed to the default ""CD.",sound output quality,negative,static,+1
315,1096,It was a laugh  too!,NIL,NIL,NIL,NIL
316,2371,"Since I purchased my Toshiba netbook, I have been very pleased with it, I have a laptob and a desktop.",NIL,NIL,pleased,+1
317,2458,I bought my macbook a few months ago and it has been my baby ever since.,NIL,NIL,NIL,NIL
318,2650,That is how it is able to function better than any other PC.,NIL,NIL,better,+1
319,392,I custom ordered the machine from HP and could NOT understand the techie due to his accent.,techie,negative,understand,+1
320,1551,It is easy to use and lightweight.,use,positive,easy,+1
321,2698,I went to Toshiba online help and found some suggestions to fix it.,Toshiba online help,positive,NIL,NIL
322,2427,It is a bit heavy.,NIL,NIL,heavy,-1
323,1849,  after trying to get some help he disconnected on me.,NIL,NIL,NIL,NIL
324,340,They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,service life,positive,longer,+1
325,2918,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,ports;processor,neutral;neutral,missing,-1
326,2939,This laptop is a great price and has a sleek look.,price;look,positive;positive,great;sleek,+1;+1
327,1958,I especially like the keyboard which has chiclet type keys.,keyboard;keys,positive;positive,like,+1
328,358,Small screen somewhat limiting but great for travel.,screen,conflict,small;limiting;great,-1;-1;+1
329,2064,One of the primary reasons why I purchased an IPad was to store photographs so that I could show to my customers.,NIL,NIL,NIL,NIL
330,1355,Runs Hot  I thought we were paying for quality in our decision to buy an Apple product.,quality,negative,NIL,NIL
331,3021,"For the not so good, I got the stock screen - which is VERY glossy.",stock screen,negative,good;glossy,+1;+1
332,2415,The gray color was a good choice.,gray color,positive,good,+1
333,2730,This was the second computer and brand bought that day.,NIL,NIL,NIL,NIL
334,2297,Buy this.,NIL,NIL,NIL,NIL
335,2060,VERY disappointing:,NIL,NIL,disappointing,-1
336,2739,"I love this product because it is Toshiba and its 15.6"".",NIL,NIL,love,+1
337,2696,I would like to have volume buttons rather than the adjustment that is on the front.,volume buttons,negative,like,+1
338,1352,This is my first computer purchase,NIL,NIL,NIL,NIL
339,1827,People know what they are talking about and they have pride in the product that they are selling.,NIL,NIL,NIL,NIL
340,2916,The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,processor;computing,negative;negative,bummer,-1
341,2074,Would HIGHLY recommend this netbook though.,NIL,NIL,recommend,+1
342,229,"I have had several machines over the years, both for personal and business use.",NIL,NIL,NIL,NIL
343,4,I bought a protector for my key pad and it works great :),protector;key pad,neutral;positive,great,+1
344,2260,The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,magnetic plug-in power charging power cord,positive,great;excellent,+1;+1
345,199,Well i got this computer from Best Buy and I have had nothing but problems I bought the computer with a virus.....,NIL,NIL,NIL,NIL
346,1376,It seems they could have updated XP and done without creating Vista.,XP;Vista,positive;negative,NIL,NIL
347,936,"It is easy to use, fast and has great graphics for the money.",graphics;use,positive;positive,easy;fast;great,+1;+1;+1
348,1627,I decided I wanted a laptop so I went into the BBY store.,NIL,NIL,NIL,NIL
349,2323,I like how the Mac OS is so simple and easy to use.,Mac OS;use,positive;positive,like;simple;easy,+1;+1;+1
350,1804,"While Apple's saving grace is the fact that they at least stand behind their products, and their support is great, it would be nice if their products were more reliable to justify the premium.",support,positive,great;nice;reliable,+1;+1;+1
351,595,"In the three years I've had my MacBook Pro, I have never had a virus on my computer, and I do a lot of work on the internet.",NIL,NIL,NIL,NIL
352,1426,"I was ready to take it back for a refund, but the Geek Squad camed through and pointed me in the right direction to get it fixed.",Geek Squad,positive,NIL,NIL
353,2216,I have had laptops in the past and I thought why not give these small netbooks a try.,NIL,NIL,NIL,NIL
354,1590,It can't get any better.,NIL,NIL,NIL,NIL
355,1486,"All the problems I have had with PC's are solved with a Mac: the issue of overheating-my Dell was always overheating and not working properly or simply shutting off, and the issue of viruses and contaminants-my HP completely quit working within2 years of purchasing it, with no inexpensive way of fixing it.",NIL,NIL,NIL,NIL
356,138,only good thing is the graphics quality.,graphics quality,positive,good,+1
357,1192,"The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.",Appleworks;browser,negative;negative,corrupted;useless,-1;-1
358,1439,In short I would never buy a Compaq again.,NIL,NIL,NIL,NIL
359,449,"I love the 15"" MacBook Pro.",NIL,NIL,love,+1
360,137,breaks easily.,NIL,NIL,NIL,NIL
361,1691,The paint wears off easily due to the keyboard being farther back than usual.,paint;keyboard,negative;negative,easily;farther back,-1;-1
362,877,"That's right, no power, absolutely NOTHING.",NIL,NIL,no;nothing,-1;-1
363,537,I had purchased it from a major electronics store and took it to their service department to find out what the problem was.,service department,neutral,NIL,NIL
364,541,The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrenty;warrentys,positive;negative,honored;n't even recommend,+1;-1
365,1291,But I was wrong.,NIL,NIL,NIL,NIL
366,924,NO good.,NIL,NIL,good,+1
367,3043,I always use a backup hard disk to store important files at all times.,hard disk,neutral,NIL,NIL
368,505,"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!",CD drive;running,negative;negative,n't reading anything,-1
369,431,I bought this laptop Was the worst Laptop I've ever bought.,NIL,NIL,worst,-1
370,569,But the screen size is not that bad for email and web browsing.,screen size;web browsing,positive;neutral,bad,-1
371,3081,Once I removed all the software the laptop loads in 15-20 seconds.,software;loads,negative;neutral,NIL,NIL
372,308,On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,trackpad;external mouse;trackpad,negative;neutral;negative,n't like,-1
373,2796,This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,games,negative,n't do that well;hot,-1;-1
